City,Datetime,PM2.5,PM10,NO2,O3,SO2
Mumbai,2023-08-21 07:00:00,30,49,41,6,16
Bangalore,2023-08-21 08:00:00,63,10,35,8,14
Mumbai,2023-08-21 09:00:00,43,66,34,6,15
Kolkata,2023-08-21 10:00:00,5,55,66,38,8
Kolkata,2023-08-21 11:00:00,5,86,70,56,21
Kolkata,2023-08-21 12:00:00,67,61,7,19,4
Delhi,2023-08-21 13:00:00,40,123,46,41,1
Kolkata,2023-08-21 14:00:00,40,77,24,5,20
Bangalore,2023-08-21 15:00:00,84,96,35,33,18
Mumbai,2023-08-21 16:00:00,101,97,46,42,11
Chennai,2023-08-21 17:00:00,50,98,35,5,2
Bangalore,2023-08-21 18:00:00,48,88,44,26,21
Bangalore,2023-08-21 19:00:00,77,112,53,42,6
Kolkata,2023-08-21 20:00:00,12,54,45,5,16
Delhi,2023-08-21 21:00:00,67,152,27,54,39
Mumbai,2023-08-21 22:00:00,79,79,27,36,25
Delhi,2023-08-21 23:00:00,83,30,11,42,1
Mumbai,2023-08-22 00:00:00,5,98,22,22,2
Mumbai,2023-08-22 01:00:00,33,51,79,5,19
Delhi,2023-08-22 02:00:00,29,119,24,39,1
Bangalore,2023-08-22 03:00:00,63,189,16,28,1
Mumbai,2023-08-22 04:00:00,76,54,46,30,24
Delhi,2023-08-22 05:00:00,112,104,37,49,21
Mumbai,2023-08-22 06:00:00,42,11,36,43,23
Chennai,2023-08-22 07:00:00,42,110,68,64,21
Bangalore,2023-08-22 08:00:00,100,50,50,32,17
Kolkata,2023-08-22 09:00:00,70,61,29,17,10
Mumbai,2023-08-22 10:00:00,104,40,31,26,24
Chennai,2023-08-22 11:00:00,70,122,29,37,36
Kolkata,2023-08-22 12:00:00,19,135,57,48,11
Kolkata,2023-08-22 13:00:00,13,91,33,5,5
Mumbai,2023-08-22 14:00:00,5,51,5,30,4
Delhi,2023-08-22 15:00:00,83,161,39,58,7
Mumbai,2023-08-22 16:00:00,101,56,9,25,20
Chennai,2023-08-22 17:00:00,124,10,83,46,1
Kolkata,2023-08-22 18:00:00,89,110,20,38,23
Mumbai,2023-08-22 19:00:00,100,40,36,47,25
Delhi,2023-08-22 20:00:00,39,134,45,15,1
Mumbai,2023-08-22 21:00:00,19,72,34,15,6
Bangalore,2023-08-22 22:00:00,89,117,34,30,18
Delhi,2023-08-22 23:00:00,74,153,48,5,16
Chennai,2023-08-23 00:00:00,63,35,70,25,24
Kolkata,2023-08-23 01:00:00,73,64,55,34,16
Mumbai,2023-08-23 02:00:00,71,86,69,62,33
Delhi,2023-08-23 03:00:00,104,159,19,37,14
Bangalore,2023-08-23 04:00:00,105,60,46,41,6
Delhi,2023-08-23 05:00:00,79,63,43,50,5
Bangalore,2023-08-23 06:00:00,89,111,47,12,26
Chennai,2023-08-23 07:00:00,77,64,67,27,18
Kolkata,2023-08-23 08:00:00,43,96,35,73,25
Chennai,2023-08-23 09:00:00,86,20,31,28,25
Mumbai,2023-08-23 10:00:00,11,189,50,50,1
Delhi,2023-08-23 11:00:00,96,29,5,47,4
Bangalore,2023-08-23 12:00:00,18,75,35,5,5
Bangalore,2023-08-23 13:00:00,70,88,37,35,8
Delhi,2023-08-23 14:00:00,30,176,21,32,12
Delhi,2023-08-23 15:00:00,79,30,61,35,29
Mumbai,2023-08-23 16:00:00,58,179,18,16,32
Chennai,2023-08-23 17:00:00,5,124,37,9,14
Bangalore,2023-08-23 18:00:00,74,108,45,21,14
Mumbai,2023-08-23 19:00:00,39,45,67,28,9
Chennai,2023-08-23 20:00:00,90,115,39,51,19
Mumbai,2023-08-23 21:00:00,60,57,58,62,20
Bangalore,2023-08-23 22:00:00,73,146,54,55,27
Delhi,2023-08-23 23:00:00,26,46,42,45,27
Delhi,2023-08-24 00:00:00,39,84,18,11,1
Chennai,2023-08-24 01:00:00,43,65,11,22,16
Kolkata,2023-08-24 02:00:00,89,45,42,33,34
Chennai,2023-08-24 03:00:00,118,123,29,18,12
Kolkata,2023-08-24 04:00:00,31,114,58,40,31
Mumbai,2023-08-24 05:00:00,97,144,54,42,14
Mumbai,2023-08-24 06:00:00,5,10,36,39,20
Bangalore,2023-08-24 07:00:00,18,137,16,48,4
Kolkata,2023-08-24 08:00:00,26,202,50,13,4
Bangalore,2023-08-24 09:00:00,12,69,19,46,26
Delhi,2023-08-24 10:00:00,5,175,24,17,28
Kolkata,2023-08-24 11:00:00,74,78,20,13,18
Chennai,2023-08-24 12:00:00,52,28,37,39,3
Delhi,2023-08-24 13:00:00,73,76,63,51,18
Delhi,2023-08-24 14:00:00,84,137,39,38,33
Chennai,2023-08-24 15:00:00,69,52,31,30,38
Delhi,2023-08-24 16:00:00,83,62,9,35,14
Kolkata,2023-08-24 17:00:00,57,116,51,32,1
Bangalore,2023-08-24 18:00:00,18,90,24,9,28
Delhi,2023-08-24 19:00:00,97,116,42,7,14
Kolkata,2023-08-24 20:00:00,39,100,32,28,29
Mumbai,2023-08-24 21:00:00,27,111,56,31,21
Kolkata,2023-08-24 22:00:00,53,70,36,30,7
Bangalore,2023-08-24 23:00:00,28,100,38,42,18
Kolkata,2023-08-25 00:00:00,45,48,49,26,33
Chennai,2023-08-25 01:00:00,72,147,82,40,16
Bangalore,2023-08-25 02:00:00,72,61,57,27,5
Mumbai,2023-08-25 03:00:00,28,140,38,62,1
Chennai,2023-08-25 04:00:00,42,79,40,31,8
Kolkata,2023-08-25 05:00:00,97,99,29,72,13
Bangalore,2023-08-25 06:00:00,77,67,21,36,27
Mumbai,2023-08-25 07:00:00,132,44,28,26,4
Chennai,2023-08-25 08:00:00,101,11,24,13,36
Mumbai,2023-08-25 09:00:00,100,42,53,5,1
Kolkata,2023-08-25 10:00:00,11,75,18,12,45
Mumbai,2023-08-25 11:00:00,86,99,66,14,38
Delhi,2023-08-25 12:00:00,58,135,55,37,19
Chennai,2023-08-25 13:00:00,40,69,40,20,1
Mumbai,2023-08-25 14:00:00,65,50,40,33,17
Kolkata,2023-08-25 15:00:00,93,25,28,53,13
Kolkata,2023-08-25 16:00:00,77,111,45,28,2
Mumbai,2023-08-25 17:00:00,29,152,61,67,21
Kolkata,2023-08-25 18:00:00,85,146,25,8,8
Bangalore,2023-08-25 19:00:00,37,121,9,27,9
Bangalore,2023-08-25 20:00:00,67,118,54,20,15
Bangalore,2023-08-25 21:00:00,49,166,46,46,11
Delhi,2023-08-25 22:00:00,52,104,17,5,42
Mumbai,2023-08-25 23:00:00,86,119,25,5,11
Delhi,2023-08-26 00:00:00,23,75,22,28,23
Kolkata,2023-08-26 01:00:00,128,28,25,57,19
Delhi,2023-08-26 02:00:00,5,59,33,34,22
Kolkata,2023-08-26 03:00:00,39,89,34,5,23
Kolkata,2023-08-26 04:00:00,72,92,26,8,28
Chennai,2023-08-26 05:00:00,80,176,24,60,21
Bangalore,2023-08-26 06:00:00,56,93,35,18,20
Kolkata,2023-08-26 07:00:00,57,143,43,13,18
Chennai,2023-08-26 08:00:00,74,70,33,56,16
Bangalore,2023-08-26 09:00:00,51,75,63,48,7
Kolkata,2023-08-26 10:00:00,108,30,50,52,17
Kolkata,2023-08-26 11:00:00,89,56,8,12,20
Delhi,2023-08-26 12:00:00,90,113,50,5,22
Delhi,2023-08-26 13:00:00,26,90,52,32,20
Bangalore,2023-08-26 14:00:00,57,132,31,36,15
Kolkata,2023-08-26 15:00:00,49,98,10,36,17
Mumbai,2023-08-26 16:00:00,24,74,40,56,11
Delhi,2023-08-26 17:00:00,72,186,39,5,21
Bangalore,2023-08-26 18:00:00,41,85,17,45,15
Kolkata,2023-08-26 19:00:00,82,142,10,10,20
Kolkata,2023-08-26 20:00:00,22,71,38,45,30
Mumbai,2023-08-26 21:00:00,120,121,35,21,9
Bangalore,2023-08-26 22:00:00,28,131,31,15,25
Kolkata,2023-08-26 23:00:00,67,99,38,19,18
Delhi,2023-08-27 00:00:00,87,10,17,5,42
Mumbai,2023-08-27 01:00:00,40,90,31,30,15
Bangalore,2023-08-27 02:00:00,89,145,50,16,26
Mumbai,2023-08-27 03:00:00,16,113,33,44,18
Delhi,2023-08-27 04:00:00,110,110,6,41,1
Bangalore,2023-08-27 05:00:00,60,12,30,60,11
Mumbai,2023-08-27 06:00:00,39,57,18,36,28
Chennai,2023-08-27 07:00:00,49,108,45,39,12
Delhi,2023-08-27 08:00:00,88,108,46,55,1
Delhi,2023-08-27 09:00:00,39,144,6,18,17
Delhi,2023-08-27 10:00:00,33,83,55,5,4
Chennai,2023-08-27 11:00:00,52,108,17,33,19
Chennai,2023-08-27 12:00:00,18,90,71,5,36
Kolkata,2023-08-27 13:00:00,123,45,39,74,27
Mumbai,2023-08-27 14:00:00,40,10,15,56,36
Kolkata,2023-08-27 15:00:00,89,109,17,68,11
Mumbai,2023-08-27 16:00:00,67,97,46,31,16
Chennai,2023-08-27 17:00:00,25,62,32,39,5
Chennai,2023-08-27 18:00:00,59,17,38,21,9
Kolkata,2023-08-27 19:00:00,87,118,72,45,6
Bangalore,2023-08-27 20:00:00,53,78,26,8,2
Kolkata,2023-08-27 21:00:00,101,115,41,5,34
Mumbai,2023-08-27 22:00:00,95,173,68,15,1
Kolkata,2023-08-27 23:00:00,92,10,45,5,34
Delhi,2023-08-28 00:00:00,43,58,7,56,32
Mumbai,2023-08-28 01:00:00,22,80,50,62,23
Mumbai,2023-08-28 02:00:00,38,155,16,5,4
Bangalore,2023-08-28 03:00:00,66,16,68,53,1
Chennai,2023-08-28 04:00:00,79,177,23,47,11
Mumbai,2023-08-28 05:00:00,5,96,99,5,25
Chennai,2023-08-28 06:00:00,59,85,69,22,18
Kolkata,2023-08-28 07:00:00,65,81,24,19,5
Delhi,2023-08-28 08:00:00,50,70,40,43,31
Bangalore,2023-08-28 09:00:00,105,137,55,7,38
Chennai,2023-08-28 10:00:00,74,41,55,28,15
Mumbai,2023-08-28 11:00:00,105,105,48,17,19
Chennai,2023-08-28 12:00:00,52,72,65,38,1
Mumbai,2023-08-28 13:00:00,92,55,37,26,13
Chennai,2023-08-28 14:00:00,117,206,32,20,24
Mumbai,2023-08-28 15:00:00,105,108,33,26,22
Kolkata,2023-08-28 16:00:00,21,117,57,66,11
Mumbai,2023-08-28 17:00:00,51,141,47,22,14
Mumbai,2023-08-28 18:00:00,47,26,45,11,12
Delhi,2023-08-28 19:00:00,77,168,55,40,14
Mumbai,2023-08-28 20:00:00,84,10,5,27,23
Delhi,2023-08-28 21:00:00,30,55,46,5,1
Bangalore,2023-08-28 22:00:00,62,69,44,70,17
Delhi,2023-08-28 23:00:00,5,116,73,23,22
Kolkata,2023-08-29 00:00:00,110,99,9,23,11
Delhi,2023-08-29 01:00:00,42,82,71,32,12
Bangalore,2023-08-29 02:00:00,61,89,41,61,12
Kolkata,2023-08-29 03:00:00,49,45,49,5,12
Chennai,2023-08-29 04:00:00,100,22,73,34,18
Chennai,2023-08-29 05:00:00,5,122,51,67,19
Delhi,2023-08-29 06:00:00,59,121,48,32,1
Delhi,2023-08-29 07:00:00,56,161,44,7,25
Bangalore,2023-08-29 08:00:00,44,54,30,18,14
Bangalore,2023-08-29 09:00:00,120,121,39,33,41
Mumbai,2023-08-29 10:00:00,28,77,25,53,3
Bangalore,2023-08-29 11:00:00,87,143,39,23,7
Mumbai,2023-08-29 12:00:00,72,135,5,44,15
Kolkata,2023-08-29 13:00:00,104,99,48,5,22
Delhi,2023-08-29 14:00:00,36,74,37,5,1
Kolkata,2023-08-29 15:00:00,34,133,33,21,8
Bangalore,2023-08-29 16:00:00,98,119,44,55,25
Kolkata,2023-08-29 17:00:00,74,59,11,31,6
Kolkata,2023-08-29 18:00:00,5,30,78,35,34
Kolkata,2023-08-29 19:00:00,41,77,37,35,12
Bangalore,2023-08-29 20:00:00,73,158,37,49,7
Kolkata,2023-08-29 21:00:00,89,141,20,19,25
Mumbai,2023-08-29 22:00:00,36,39,40,42,37
Bangalore,2023-08-29 23:00:00,5,37,67,15,22
Kolkata,2023-08-30 00:00:00,78,147,60,65,33
Bangalore,2023-08-30 01:00:00,17,38,57,15,38
Chennai,2023-08-30 02:00:00,5,112,50,14,6
Mumbai,2023-08-30 03:00:00,5,62,32,39,29
Kolkata,2023-08-30 04:00:00,88,162,10,31,1
Chennai,2023-08-30 05:00:00,64,55,35,35,23
Chennai,2023-08-30 06:00:00,52,141,35,34,17
Bangalore,2023-08-30 07:00:00,108,98,60,10,32
Chennai,2023-08-30 08:00:00,82,101,46,59,32
Mumbai,2023-08-30 09:00:00,116,10,72,46,24
Mumbai,2023-08-30 10:00:00,11,10,63,54,21
Delhi,2023-08-30 11:00:00,58,80,30,20,24
Mumbai,2023-08-30 12:00:00,5,101,5,37,18
Chennai,2023-08-30 13:00:00,51,39,67,33,17
Mumbai,2023-08-30 14:00:00,51,41,67,50,35
Bangalore,2023-08-30 15:00:00,81,115,12,50,36
Delhi,2023-08-30 16:00:00,61,115,70,33,16
Chennai,2023-08-30 17:00:00,81,83,47,5,20
Delhi,2023-08-30 18:00:00,84,125,43,62,18
Chennai,2023-08-30 19:00:00,135,37,72,40,1
Bangalore,2023-08-30 20:00:00,48,73,66,19,13
Delhi,2023-08-30 21:00:00,27,164,53,37,37
Kolkata,2023-08-30 22:00:00,68,93,49,5,9
Chennai,2023-08-30 23:00:00,31,95,52,48,43
Kolkata,2023-08-31 00:00:00,111,193,31,5,32
Delhi,2023-08-31 01:00:00,50,27,38,26,22
Kolkata,2023-08-31 02:00:00,40,125,21,34,24
Kolkata,2023-08-31 03:00:00,43,164,33,48,6
Delhi,2023-08-31 04:00:00,85,75,32,31,14
Bangalore,2023-08-31 05:00:00,54,128,27,41,35
Kolkata,2023-08-31 06:00:00,37,45,42,29,10
Kolkata,2023-08-31 07:00:00,118,59,33,29,30
Bangalore,2023-08-31 08:00:00,30,107,50,31,1
Kolkata,2023-08-31 09:00:00,61,125,7,26,3
Kolkata,2023-08-31 10:00:00,82,140,37,5,40
Kolkata,2023-08-31 11:00:00,5,160,42,16,17
Mumbai,2023-08-31 12:00:00,76,86,33,34,11
Bangalore,2023-08-31 13:00:00,23,143,36,25,34
Kolkata,2023-08-31 14:00:00,88,74,8,27,32
Bangalore,2023-08-31 15:00:00,26,130,47,24,29
Chennai,2023-08-31 16:00:00,84,99,52,14,11
Chennai,2023-08-31 17:00:00,98,110,49,21,14
Kolkata,2023-08-31 18:00:00,90,109,60,24,21
Bangalore,2023-08-31 19:00:00,68,17,44,30,26
Bangalore,2023-08-31 20:00:00,51,39,49,37,11
Bangalore,2023-08-31 21:00:00,39,94,43,26,20
Mumbai,2023-08-31 22:00:00,111,14,53,11,21
Chennai,2023-08-31 23:00:00,35,127,8,5,33
Bangalore,2023-09-01 00:00:00,23,129,22,76,27
Bangalore,2023-09-01 01:00:00,83,104,71,9,1
Mumbai,2023-09-01 02:00:00,32,39,5,20,15
Mumbai,2023-09-01 03:00:00,26,152,37,39,6
Bangalore,2023-09-01 04:00:00,9,181,63,36,24
Delhi,2023-09-01 05:00:00,43,96,38,39,29
Bangalore,2023-09-01 06:00:00,57,112,31,22,19
Bangalore,2023-09-01 07:00:00,68,99,42,34,14
Mumbai,2023-09-01 08:00:00,93,113,32,31,18
Mumbai,2023-09-01 09:00:00,78,84,40,24,20
Bangalore,2023-09-01 10:00:00,53,88,26,34,10
Bangalore,2023-09-01 11:00:00,53,130,62,48,3
Bangalore,2023-09-01 12:00:00,77,195,68,29,1
Mumbai,2023-09-01 13:00:00,104,26,37,29,33
Bangalore,2023-09-01 14:00:00,64,85,12,49,23
Bangalore,2023-09-01 15:00:00,43,36,29,47,22
Kolkata,2023-09-01 16:00:00,25,161,36,58,33
Delhi,2023-09-01 17:00:00,9,63,50,5,2
Chennai,2023-09-01 18:00:00,83,25,19,46,1
Delhi,2023-09-01 19:00:00,80,118,24,40,22
Kolkata,2023-09-01 20:00:00,80,168,50,14,21
Chennai,2023-09-01 21:00:00,55,119,58,34,1
Bangalore,2023-09-01 22:00:00,109,99,27,48,22
Kolkata,2023-09-01 23:00:00,43,108,13,15,13
Bangalore,2023-09-02 00:00:00,93,153,105,37,8
Mumbai,2023-09-02 01:00:00,58,50,55,45,13
Kolkata,2023-09-02 02:00:00,38,84,34,10,1
Mumbai,2023-09-02 03:00:00,80,69,57,27,10
Kolkata,2023-09-02 04:00:00,74,37,37,35,9
Kolkata,2023-09-02 05:00:00,72,75,57,15,24
Mumbai,2023-09-02 06:00:00,62,139,43,14,16
Chennai,2023-09-02 07:00:00,58,115,41,27,25
Delhi,2023-09-02 08:00:00,143,118,37,44,1
Bangalore,2023-09-02 09:00:00,101,96,11,41,7
Kolkata,2023-09-02 10:00:00,85,113,78,14,24
Bangalore,2023-09-02 11:00:00,63,53,21,41,14
Mumbai,2023-09-02 12:00:00,95,76,12,14,28
Bangalore,2023-09-02 13:00:00,78,98,35,5,1
Mumbai,2023-09-02 14:00:00,60,102,20,23,26
Bangalore,2023-09-02 15:00:00,49,104,38,50,10
Delhi,2023-09-02 16:00:00,57,83,53,41,9
Delhi,2023-09-02 17:00:00,5,73,59,29,29
Delhi,2023-09-02 18:00:00,67,232,56,22,31
Delhi,2023-09-02 19:00:00,42,130,33,22,30
Delhi,2023-09-02 20:00:00,115,108,40,31,42
Delhi,2023-09-02 21:00:00,60,79,48,10,33
Mumbai,2023-09-02 22:00:00,18,69,5,23,8
Kolkata,2023-09-02 23:00:00,58,84,51,26,19
Bangalore,2023-09-03 00:00:00,23,103,10,5,13
Delhi,2023-09-03 01:00:00,76,10,80,14,42
Mumbai,2023-09-03 02:00:00,70,19,31,37,31
Mumbai,2023-09-03 03:00:00,93,61,36,30,15
Mumbai,2023-09-03 04:00:00,32,99,24,24,28
Kolkata,2023-09-03 05:00:00,61,79,27,13,3
Bangalore,2023-09-03 06:00:00,12,156,85,58,21
Kolkata,2023-09-03 07:00:00,84,23,58,14,6
Chennai,2023-09-03 08:00:00,78,56,9,34,1
Mumbai,2023-09-03 09:00:00,77,158,70,21,27
Chennai,2023-09-03 10:00:00,60,95,63,30,28
Delhi,2023-09-03 11:00:00,74,129,34,38,23
Delhi,2023-09-03 12:00:00,116,182,46,5,15
Kolkata,2023-09-03 13:00:00,50,58,39,29,2
Bangalore,2023-09-03 14:00:00,64,85,79,51,4
Chennai,2023-09-03 15:00:00,21,77,24,61,6
Bangalore,2023-09-03 16:00:00,29,10,42,27,15
Kolkata,2023-09-03 17:00:00,63,76,31,30,30
Delhi,2023-09-03 18:00:00,98,129,11,69,30
Bangalore,2023-09-03 19:00:00,51,114,83,50,1
Bangalore,2023-09-03 20:00:00,51,117,16,18,9
Delhi,2023-09-03 21:00:00,45,73,44,18,9
Chennai,2023-09-03 22:00:00,41,60,5,47,1
Delhi,2023-09-03 23:00:00,70,147,32,11,24
Bangalore,2023-09-04 00:00:00,7,67,48,49,15
Chennai,2023-09-04 01:00:00,104,103,23,36,16
Chennai,2023-09-04 02:00:00,36,97,51,39,34
Delhi,2023-09-04 03:00:00,85,155,34,25,19
Bangalore,2023-09-04 04:00:00,15,133,63,18,12
Kolkata,2023-09-04 05:00:00,83,31,67,56,24
Bangalore,2023-09-04 06:00:00,83,36,28,25,30
Mumbai,2023-09-04 07:00:00,73,116,41,22,21
Kolkata,2023-09-04 08:00:00,25,87,43,28,26
Chennai,2023-09-04 09:00:00,68,69,52,33,16
Kolkata,2023-09-04 10:00:00,18,135,40,11,17
Chennai,2023-09-04 11:00:00,51,98,43,19,19
Chennai,2023-09-04 12:00:00,96,92,35,18,8
Kolkata,2023-09-04 13:00:00,87,125,42,45,11
Chennai,2023-09-04 14:00:00,60,73,65,14,34
Chennai,2023-09-04 15:00:00,25,160,52,5,42
Mumbai,2023-09-04 16:00:00,82,54,54,5,37
Bangalore,2023-09-04 17:00:00,60,119,54,5,2
Bangalore,2023-09-04 18:00:00,5,154,36,54,1
Mumbai,2023-09-04 19:00:00,87,28,46,30,3
Kolkata,2023-09-04 20:00:00,59,74,18,39,19
Delhi,2023-09-04 21:00:00,102,141,65,39,1
Delhi,2023-09-04 22:00:00,21,142,5,31,10
Delhi,2023-09-04 23:00:00,5,82,38,28,34
Mumbai,2023-09-05 00:00:00,69,56,62,48,29
Mumbai,2023-09-05 01:00:00,70,133,12,32,11
Chennai,2023-09-05 02:00:00,5,143,47,55,12
Delhi,2023-09-05 03:00:00,25,37,26,41,24
Kolkata,2023-09-05 04:00:00,156,35,32,18,29
Kolkata,2023-09-05 05:00:00,49,100,58,21,11
Delhi,2023-09-05 06:00:00,85,118,43,16,15
Delhi,2023-09-05 07:00:00,37,76,5,51,11
Delhi,2023-09-05 08:00:00,5,120,20,22,2
Mumbai,2023-09-05 09:00:00,54,58,59,15,15
Mumbai,2023-09-05 10:00:00,50,10,48,35,14
Mumbai,2023-09-05 11:00:00,46,70,74,28,2
Bangalore,2023-09-05 12:00:00,55,92,73,35,25
Kolkata,2023-09-05 13:00:00,69,77,33,64,23
Kolkata,2023-09-05 14:00:00,54,37,90,46,26
Chennai,2023-09-05 15:00:00,15,10,40,30,8
Mumbai,2023-09-05 16:00:00,77,66,20,5,1
Bangalore,2023-09-05 17:00:00,5,130,27,21,23
Bangalore,2023-09-05 18:00:00,5,146,5,42,10
Kolkata,2023-09-05 19:00:00,85,143,72,8,7
Mumbai,2023-09-05 20:00:00,77,53,71,68,2
Chennai,2023-09-05 21:00:00,57,38,19,30,14
Mumbai,2023-09-05 22:00:00,11,112,35,30,36
Delhi,2023-09-05 23:00:00,35,118,41,18,11
Mumbai,2023-09-06 00:00:00,50,108,20,38,4
Delhi,2023-09-06 01:00:00,5,10,5,9,25
Delhi,2023-09-06 02:00:00,34,50,35,68,20
Chennai,2023-09-06 03:00:00,82,88,33,53,1
Kolkata,2023-09-06 04:00:00,109,111,32,47,25
Mumbai,2023-09-06 05:00:00,45,124,44,5,43
Delhi,2023-09-06 06:00:00,86,96,68,33,1
Mumbai,2023-09-06 07:00:00,5,104,33,51,3
Kolkata,2023-09-06 08:00:00,83,93,43,40,1
Kolkata,2023-09-06 09:00:00,31,120,54,11,17
Bangalore,2023-09-06 10:00:00,70,104,51,18,29
Kolkata,2023-09-06 11:00:00,51,92,27,21,19
Chennai,2023-09-06 12:00:00,106,77,41,19,34
Delhi,2023-09-06 13:00:00,29,93,50,57,27
Bangalore,2023-09-06 14:00:00,81,111,17,5,38
Chennai,2023-09-06 15:00:00,50,102,65,41,31
Mumbai,2023-09-06 16:00:00,54,107,68,6,13
Delhi,2023-09-06 17:00:00,53,150,25,12,18
Kolkata,2023-09-06 18:00:00,30,101,43,5,7
Delhi,2023-09-06 19:00:00,59,60,52,20,15
Mumbai,2023-09-06 20:00:00,57,129,29,57,18
Bangalore,2023-09-06 21:00:00,68,28,49,34,16
Bangalore,2023-09-06 22:00:00,62,41,43,8,34
Bangalore,2023-09-06 23:00:00,87,105,10,48,14
Kolkata,2023-09-07 00:00:00,92,113,49,52,6
Chennai,2023-09-07 01:00:00,23,33,17,31,7
Chennai,2023-09-07 02:00:00,90,72,58,66,25
Delhi,2023-09-07 03:00:00,18,62,26,44,1
Kolkata,2023-09-07 04:00:00,80,68,36,42,15
Bangalore,2023-09-07 05:00:00,81,132,67,15,33
Bangalore,2023-09-07 06:00:00,5,121,49,41,21
Mumbai,2023-09-07 07:00:00,63,89,18,33,17
Mumbai,2023-09-07 08:00:00,43,65,19,39,17
Bangalore,2023-09-07 09:00:00,33,29,28,17,5
Bangalore,2023-09-07 10:00:00,107,153,47,32,7
Kolkata,2023-09-07 11:00:00,37,116,47,15,15
Chennai,2023-09-07 12:00:00,31,58,23,5,21
Mumbai,2023-09-07 13:00:00,62,122,16,47,29
Chennai,2023-09-07 14:00:00,83,86,45,5,19
Kolkata,2023-09-07 15:00:00,55,77,36,31,34
Bangalore,2023-09-07 16:00:00,100,109,83,35,37
Chennai,2023-09-07 17:00:00,78,56,40,35,27
Bangalore,2023-09-07 18:00:00,5,74,76,24,32
Bangalore,2023-09-07 19:00:00,41,95,16,34,6
Delhi,2023-09-07 20:00:00,40,67,8,38,4
Chennai,2023-09-07 21:00:00,76,120,17,43,24
Chennai,2023-09-07 22:00:00,5,174,63,61,1
Bangalore,2023-09-07 23:00:00,149,56,75,34,14
Kolkata,2023-09-08 00:00:00,78,15,24,31,27
Delhi,2023-09-08 01:00:00,65,10,30,13,34
Bangalore,2023-09-08 02:00:00,101,83,16,37,14
Mumbai,2023-09-08 03:00:00,142,60,5,42,10
Mumbai,2023-09-08 04:00:00,90,99,54,26,21
Delhi,2023-09-08 05:00:00,93,95,44,39,5
Kolkata,2023-09-08 06:00:00,64,17,40,24,15
Bangalore,2023-09-08 07:00:00,55,10,11,42,17
Chennai,2023-09-08 08:00:00,43,103,72,46,17
Delhi,2023-09-08 09:00:00,31,96,29,46,19
Kolkata,2023-09-08 10:00:00,35,70,50,32,7
Chennai,2023-09-08 11:00:00,12,15,10,11,9
Mumbai,2023-09-08 12:00:00,57,111,36,18,9
Mumbai,2023-09-08 13:00:00,5,147,45,40,1
Chennai,2023-09-08 14:00:00,66,102,46,74,22
Delhi,2023-09-08 15:00:00,58,51,43,23,28
Mumbai,2023-09-08 16:00:00,65,92,49,38,27
Bangalore,2023-09-08 17:00:00,41,28,17,19,14
Chennai,2023-09-08 18:00:00,167,137,43,12,8
Chennai,2023-09-08 19:00:00,107,93,42,17,26
Mumbai,2023-09-08 20:00:00,16,10,44,5,25
Delhi,2023-09-08 21:00:00,68,76,41,54,20
Bangalore,2023-09-08 22:00:00,38,110,14,5,38
Delhi,2023-09-08 23:00:00,24,75,13,25,17
Kolkata,2023-09-09 00:00:00,13,77,5,8,14
Kolkata,2023-09-09 01:00:00,75,34,56,14,13
Mumbai,2023-09-09 02:00:00,36,115,56,54,1
Mumbai,2023-09-09 03:00:00,93,60,56,33,25
Mumbai,2023-09-09 04:00:00,94,10,46,12,16
Kolkata,2023-09-09 05:00:00,108,73,5,19,24
Delhi,2023-09-09 06:00:00,30,134,19,16,40
Delhi,2023-09-09 07:00:00,76,72,43,29,13
Mumbai,2023-09-09 08:00:00,82,168,42,33,1
Bangalore,2023-09-09 09:00:00,43,109,35,64,23
Delhi,2023-09-09 10:00:00,32,105,47,5,20
Kolkata,2023-09-09 11:00:00,116,84,40,29,9
Chennai,2023-09-09 12:00:00,67,86,42,24,22
Chennai,2023-09-09 13:00:00,82,78,27,47,27
Chennai,2023-09-09 14:00:00,31,76,59,36,6
Bangalore,2023-09-09 15:00:00,17,113,31,40,14
Mumbai,2023-09-09 16:00:00,40,47,13,36,35
Kolkata,2023-09-09 17:00:00,55,41,24,13,9
Bangalore,2023-09-09 18:00:00,22,39,33,51,18
Kolkata,2023-09-09 19:00:00,59,182,59,44,1
Kolkata,2023-09-09 20:00:00,5,113,39,46,1
Mumbai,2023-09-09 21:00:00,20,103,36,52,19
Chennai,2023-09-09 22:00:00,83,42,15,37,32
Mumbai,2023-09-09 23:00:00,81,118,55,56,1
Bangalore,2023-09-10 00:00:00,46,84,26,36,18
Bangalore,2023-09-10 01:00:00,24,99,37,26,13
Bangalore,2023-09-10 02:00:00,24,46,69,29,29
Mumbai,2023-09-10 03:00:00,46,97,50,29,3
Kolkata,2023-09-10 04:00:00,82,70,7,20,23
Kolkata,2023-09-10 05:00:00,92,55,5,59,10
Delhi,2023-09-10 06:00:00,42,123,38,35,20
Bangalore,2023-09-10 07:00:00,19,20,15,31,18
Kolkata,2023-09-10 08:00:00,69,115,52,36,14
Delhi,2023-09-10 09:00:00,31,120,40,83,23
Kolkata,2023-09-10 10:00:00,41,50,43,9,18
Bangalore,2023-09-10 11:00:00,106,53,25,14,16
Chennai,2023-09-10 12:00:00,88,79,74,5,13
Bangalore,2023-09-10 13:00:00,65,102,96,25,18
